v630 Neuron ID,Neuron ID 05Oct2023,VPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Pathway to MB Left,Pathway to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Mirror Twin 
720575940640715392,720575940640715392,VPN,visual_projection,aMe,Left,acetylcholine,0.89,8,aMe12,Both,Both,367,24,204,16,720575940613103283
720575940628071311,720575940640836952,VPN,visual_projection,aMe,Right,acetylcholine,0.88,8,aMe12,Both,Both,259,23,470,32,720575940640715392
720575940622446106,720575940622446106,VPN,visual_projection,aMe,Left,acetylcholine,0.93,8,aMe12,Both,Both,230,17,41,5,720575940647731252
720575940641698523,720575940609627403,VPN,visual_projection,aMe,Left,acetylcholine,0.93,8,aMe12,Direct,Both,184,15,62,6,720575940621438123
720575940613151385,720575940625459464,VPN,visual_projection,aMe,Right,acetylcholine,0.93,8,aMe12,Both,Both,40,4,155,14,720575940609627403
720575940625261804,720575940647731252,VPN,visual_projection,aMe,Right,acetylcholine,0.94,8,aMe12,Both,Both,16,2,126,10,720575940622446106
720575940629299543,720575940632489743,VPN,visual_projection,aMe,Right,acetylcholine,0.93,8,aMe12,Both,Both,14,2,113,9,720575940609627403
720575940615149836,720575940615149836,VPN,visual_projection,aMe,Left,acetylcholine,0.95,81,aMe20,Both,None,472,23,0,0,720575940622227213
720575940632680223,720575940616412738,VPN,visual_projection,aMe,Left,acetylcholine,0.94,25,aMe26_L,Both,Indirect,30,3,0,0,0
720575940653067254,720575940631298860,VPN,visual_projection,aMe,Left,acetylcholine,0.93,25,aMe26_L,Both,Indirect,20,1,0,0,0
720575940625679911,720575940613941475,VPN,visual_projection,aMe,Left,acetylcholine,0.93,25,aMe26_L,Both,Indirect,16,2,0,0,0
720575940621526143,720575940633292113,VPN,visual_projection,aMe,Right,acetylcholine,0.94,29,aMe26_R,Both,Both,12,1,6,1,0
720575940614483887,720575940632823144,VPN,visual_projection,aMe,Right,acetylcholine,0.92,29,aMe26_R,Both,Both,8,1,9,1,0
720575940631783372,720575940631783372,LVIN,central,NA - LVIN,Left,acetylcholine,0.9,,AVLP041,Direct,None,25,2,0,0,720575940609526318
720575940632219361,720575940632219361,LVIN,central,NA - LVIN,Left,acetylcholine,0.87,,AVLP043,Direct,None,72,4,0,0,720575940609329102
720575940618422941,720575940618422941,LVIN,central,NA - LVIN,Left,acetylcholine,0.86,,AVLP043,Direct,None,29,2,0,0,720575940619676507
720575940613126117,720575940632707944,VPN,visual_projection,Me,Left,acetylcholine,0.91,9,CB0081,Both,None,145,6,0,0,720575940626497286
720575940625315260,720575940635535511,VPN,visual_projection,Me,Left,acetylcholine,0.96,18,CB0111,Both,None,605,32,0,0,720575940605862345
720575940623406605,720575940631706105,VPN,visual_projection,Me,Left,acetylcholine,0.92,143,CB0156,Direct,Indirect,854,33,0,0,720575940614139559
720575940631147382,720575940623139610,VPN,visual_projection,Me,Left,acetylcholine,0.84,60,CB0165,Both,None,11,1,0,0,720575940625055758
720575940627710992,720575940635960255,VPN,visual_projection,Me,Left,acetylcholine,0.89,103,CB0167,Both,None,13,2,0,0,720575940629002246
720575940628838474,720575940632404555,VPN,visual_projection,Me,Left,acetylcholine,0.87,188,CB0171,Both,None,89,4,0,0,720575940618034662
720575940635489387,720575940635489387,VPN,visual_projection,Lo,Left,acetylcholine,0.94,191,CB0274,Both,None,266,11,0,0,720575940620654975
720575940642484109,720575940642602203,VPN,visual_projection,Me,Left,acetylcholine,0.93,1,CB0304,Both,None,206,13,0,0,720575940622596393
720575940630737516,720575940630737516,VPN,visual_projection,Me,Left,acetylcholine,0.92,184,CB0389,Both,None,313,26,0,0,720575940643873440
720575940624951847,720575940624951847,LVIN,central,NA - LVIN,Left,gaba,0.85,,CL063,Direct,None,106,17,0,0,720575940614374034
720575940619522974,720575940619522974,LVIN,central,NA - LVIN,Left,acetylcholine,0.92,,CL200,Direct,None,23,2,0,0,720575940615713478
720575940622350550,720575940622350550,LVIN,central,NA - LVIN,Left,acetylcholine,0.88,,CL258,Direct,None,184,10,0,0,720575940618810533
720575940603976672,720575940603976672,LVIN,central,NA - LVIN,Left,acetylcholine,0.88,,CL258,Direct,None,114,7,0,0,720575940631611679
720575940632652319,720575940632652319,LVIN,central,NA - LVIN,Left,acetylcholine,0.55,,CL352,Direct,None,7,1,0,0,720575940623805448
720575940605029664,720575940645913367,VPN,visual_projection,Lo,Left,acetylcholine,0.91,35,hb697882667,Both,None,517,24,0,0,720575940641285005
720575940615438495,720575940615438495,LVIN,central,NA - LVIN,Left,acetylcholine,0.96,,LHPV3c1,Direct,None,102,4,0,0,720575940630914245
720575940635718255,720575940635718255,LVIN,central,NA - LVIN,Left,acetylcholine,0.97,,LHPV8c1,Direct,None,49,4,0,0,720575940618582592
720575940607578460,720575940617101580,VPN,visual_projection,Lo,Left,acetylcholine,0.91,175,LO.515,Direct,None,10,1,0,0,720575940629259831
720575940620455408,720575940620455408,VPN,visual_projection,Lo,Left,acetylcholine,0.95,47,LO.PLP.109,Both,None,47,6,0,0,720575940618856768
720575940626849866,720575940626849866,VPN,visual_projection,Lo,Left,acetylcholine,0.89,38,LO.PLP.479,Direct,None,5,1,0,0,720575940631356580
720575940624587447,720575940624587447,VPN,visual_projection,Lo,Left,acetylcholine,0.93,144,LO.PLP.77,Both,None,10,1,0,0,0
720575940630585704,720575940630585704,VPN,visual_projection,Lo,Left,acetylcholine,0.89,178,LO.SCL.7,Direct,None,111,8,0,0,720575940615691348
720575940622891242,720575940622891242,VPN,visual_projection,Lo,Left,acetylcholine,0.89,178,LO.SLP.12,Direct,None,101,8,0,0,720575940622984701
720575940613323378,720575940633183628,VPN,visual_projection,Lo,Left,acetylcholine,0.9,99,LT57,Both,None,5,1,0,0,0
720575940635169888,720575940635169888,VPN,visual_projection,Lo,Left,acetylcholine,0.92,192,LT67,Both,None,9,1,0,0,720575940632393320
720575940617883003,720575940617883003,VPN,visual_projection,Lo,Left,acetylcholine,0.86,193,LT75,Both,None,60,3,0,0,720575940616620571
720575940633617377,720575940606769854,LVIN,central,NA - LVIN,Left,gaba,0.83,,MB-C1,Direct,None,15,2,0,0,0
720575940611425203,720575940632423439,VPN,visual_projection,Me,Left,acetylcholine,0.84,4,MC62,Direct,None,13,1,0,0,0
720575940631760426,720575940628804424,VPN,visual_projection,Me,Left,acetylcholine,0.76,197,MC62,Direct,None,5,1,0,0,0
720575940619017387,720575940619017387,VPN,visual_projection,Me,Left,acetylcholine,0.91,15,ME.1557,Direct,None,11,2,0,0,720575940614589599
720575940611955057,720575940637511525,VPN,visual_projection,Me,Left,acetylcholine,0.91,179,ME.745,Both,None,53,5,0,0,720575940630396282
720575940621025262,720575940631057468,VPN,visual_projection,Me,Left,acetylcholine,0.94,10,ME.897,Both,Indirect,17,1,0,0,720575940617584273
720575940640438643,720575940640438643,VPN,visual_projection,Me,Left,acetylcholine,0.91,15,ME.PLP.36,Both,None,28,3,0,0,720575940621207211
720575940628884183,720575940628884183,VPN,visual_projection,Me,Left,acetylcholine,0.93,182,ME.PLP.37,Both,None,82,4,0,0,720575940645794595
720575940639522357,720575940628913404,VPN,visual_projection,Me,Left,acetylcholine,0.9,15,ME.PLP.42,Direct,None,20,3,0,0,720575940622337674
720575940624158195,720575940630575042,VPN,visual_projection,Me,Left,acetylcholine,0.9,186,ME.SLP.2,Direct,None,17,2,0,0,720575940634837660
720575940625733453,720575940625733453,VPN,visual_projection,Me,Left,acetylcholine,0.92,1,PLP.203,Direct,None,5,1,0,0,0
720575940622440461,720575940622440461,LVIN,central,NA - LVIN,Left,Unknown,NA,,PLP.349,Direct,None,5,1,0,0,0
720575940627256586,720575940620343345,LVIN,central,NA - LVIN,Left,acetylcholine,0.9,,PLP.78,Direct,None,438,24,0,0,720575940615746316
720575940618007508,720575940638192496,VPN,visual_projection,Lo,Left,acetylcholine,0.95,90,PLP091,Both,Indirect,95,9,0,0,720575940621673852
720575940631718930,720575940631718930,LVIN,central,NA - LVIN,Left,acetylcholine,0.89,,"PLP120, PLP145",Direct,None,75,6,0,0,720575940630610488
720575940630124050,720575940630124050,LVIN,central,NA - LVIN,Left,acetylcholine,0.92,,"PLP120, PLP145",Direct,None,50,5,0,0,720575940616355028
720575940638264629,720575940616992454,VPN,visual_projection,Lo,Left,acetylcholine,0.93,194,PLP126,Both,None,6,1,0,0,720575940636557796
720575940626248250,720575940626248250,LVIN,central,NA - LVIN,Left,gaba,0.83,,PLP131,Direct,None,5,1,0,0,720575940630520059
720575940610516430,720575940618445497,LVIN,central,NA - LVIN,Left,acetylcholine,0.92,,PLP177,Direct,None,45,4,0,0,720575940610167502
720575940620745069,720575940620745069,LVIN,central,NA - LVIN,Left,glutamate,0.69,,"PLP185, PLP186",Direct,None,8,1,0,0,720575940628951166
720575940624603901,720575940611914850,LVIN,central,NA - LVIN,Right,acetylcholine,0.97,,PLP231,Direct,None,109,10,0,0,720575940623943404
720575940637736006,720575940637736006,LVIN,central,NA - LVIN,Left,acetylcholine,0.93,,PLP251,Direct,None,250,10,0,0,720575940638764403
720575940632070370,720575940632070370,LVIN,central,NA - LVIN,Left,acetylcholine,0.9,,PVLP.SCL.2,Direct,None,35,2,0,0,720575940616461173
720575940619421319,720575940619421319,LVIN,central,NA - LVIN,Left,acetylcholine,0.87,,PVLP.SLP.13,Direct,None,6,1,0,0,720575940641422221
720575940638124376,720575940638124376,LVIN,central,NA - LVIN,Left,glutamate,0.86,,SCL.56,Direct,None,10,1,0,0,0
720575940610389602,720575940610389602,LVIN,central,NA - LVIN,Left,acetylcholine,0.9,,"SLP223, SLP224",Direct,None,9,1,0,0,0
720575940624611405,720575940624611405,VPN,visual_projection,Lo,Left,acetylcholine,0.93,80,SLP357,Both,None,154,9,0,0,720575940608779100
720575940620233966,720575940620233966,VPN,visual_projection,Lo,Left,acetylcholine,0.96,80,SLP357,Direct,None,7,1,0,0,720575940624861642
720575940614530866,720575940631340332,VPN,visual_projection,Lo,Left,acetylcholine,0.93,150,SLP449,Both,None,77,2,0,0,720575940622984957
720575940616070283,720575940616070283,LVIN,central,NA - LVIN,Left,acetylcholine,0.68,,"SMP459, SMP460",Direct,None,27,2,0,0,720575940632802785
720575940642024437,720575940621806574,VPN,visual_projection,Lo,Left,acetylcholine,0.87,138,VES044,Both,None,7,1,0,0,720575940628653255
720575940636036532,720575940636036532,VPN,visual_projection,Lo,Left,acetylcholine,0.94,138,VES044,Both,None,5,1,0,0,720575940625458064
720575940634619060,720575940634619060,VPN,visual_projection,Me,Right,acetylcholine,0.91,1,PLP.108,Indirect,None,0,0,0,0,0
720575940618261405,720575940632171535,VPN,visual_projection,aMe,Right,acetylcholine,0.79,16,aMe5,None,Direct,0,0,6,1,0
720575940636743134,720575940617910667,VPN,visual_projection,aMe,Right,acetylcholine,0.72,16,aMe5,None,Direct,0,0,5,1,0
720575940622227213,720575940622227213,VPN,visual_projection,aMe,Right,acetylcholine,0.95,81,aMe20,None,Both,0,0,205,10,720575940615149836
720575940635554239,720575940635554239,VPN,visual_projection,Me,Left,glutamate,0.53,12,ME.15969,Indirect,None,0,0,0,0,0
720575940611396266,720575940611396266,VPN,visual_projection,Me,Left,acetylcholine,0.79,13,ME.PLP.177,Indirect,None,0,0,0,0,0
720575940613077969,720575940623184041,VPN,visual_projection,Me,Left,glutamate,0.67,14,ME.24260,Indirect,None,0,0,0,0,0
720575940629402667,720575940633750611,VPN,visual_projection,Me,Left,glutamate,0.68,14,ME.4958,Indirect,None,0,0,0,0,0
720575940605184958,720575940605184958,VPN,visual_projection,aMe,Left,acetylcholine,0.86,16,aMe5,Indirect,None,0,0,0,0,0
720575940606077472,720575940640541347,VPN,visual_projection,aMe,Left,acetylcholine,0.76,16,aMe5,Indirect,None,0,0,0,0,0
720575940608779100,720575940626949834,VPN,visual_projection,Lo,Right,acetylcholine,0.93,80,SLP357,None,Both,0,0,56,4,720575940624611405
720575940632877004,720575940647804212,VPN,visual_projection,aMe,Left,acetylcholine,0.82,16,aMe5,Indirect,None,0,0,0,0,0
720575940621673852,720575940621673852,VPN,visual_projection,Lo,Right,acetylcholine,0.93,90,PLP091,None,Both,0,0,122,11,720575940618007508
720575940644186016,720575940637460069,VPN,visual_projection,aMe,Left,acetylcholine,0.81,16,aMe5,Indirect,None,0,0,0,0,0
720575940626513410,720575940631023159,VPN,visual_projection,Lo,Right,acetylcholine,0.91,147,hb1222778569,None,Both,0,0,26,1,720575940635180384
720575940641285005,720575940641285005,VPN,visual_projection,Lo,Right,acetylcholine,0.92,148,hb697882667,None,Both,0,0,410,33,720575940605029664
720575940627202691,720575940627285860,VPN,visual_projection,Me,Left,glutamate,0.51,19,CB0243,Indirect,Indirect,0,0,0,0,0
720575940632845476,720575940632845476,VPN,visual_projection,Me,Left,acetylcholine,0.81,20,MC65,Indirect,None,0,0,0,0,0
720575940612524261,720575940631370460,VPN,visual_projection,Me,Left,acetylcholine,0.78,20,MC65,Indirect,None,0,0,0,0,0
720575940627257725,720575940626263373,VPN,visual_projection,Me,Left,acetylcholine,0.82,20,MC65,Indirect,None,0,0,0,0,0
720575940626629732,720575940625314633,VPN,visual_projection,Me,Left,acetylcholine,0.86,21,ME.16664,Indirect,None,0,0,0,0,0
720575940624996298,720575940624996298,VPN,visual_projection,Me,Left,glutamate,0.47,21,ME.PLP.162,Indirect,None,0,0,0,0,0
720575940616740130,720575940633169479,VPN,visual_projection,Me,Left,glutamate,0.53,21,PLP.516,Indirect,None,0,0,0,0,0
720575940614497734,720575940635699863,VPN,visual_projection,Me,Left,acetylcholine,0.9,22,ME.PLP.190,Indirect,Indirect,0,0,0,0,0
720575940638247357,720575940638247357,VPN,visual_projection,Me,Left,acetylcholine,0.89,22,ME.PLP.209,Indirect,None,0,0,0,0,0
720575940613267990,720575940634931225,VPN,visual_projection,Me,Left,acetylcholine,0.87,23,ME.PLP.202,Indirect,None,0,0,0,0,0
720575940625291668,720575940624910855,VPN,visual_projection,Me,Left,acetylcholine,0.84,26,ML1,Indirect,None,0,0,0,0,0
720575940625558349,720575940614450157,VPN,visual_projection,Me,Left,acetylcholine,0.77,26,ML1,Indirect,None,0,0,0,0,0
720575940625630478,720575940621784923,VPN,visual_projection,Me,Left,acetylcholine,0.86,26,ML1,Indirect,None,0,0,0,0,0
720575940627672445,720575940626567216,VPN,visual_projection,Me,Left,acetylcholine,0.79,26,ML1,Indirect,None,0,0,0,0,0
720575940619962417,720575940619962417,VPN,visual_projection,Me,Right,glutamate,0.55,28,CB0383,Indirect,None,0,0,0,0,0
720575940612495331,720575940612495331,VPN,visual_projection,aMe,Right,acetylcholine,0.95,29,aMe26_R,Indirect,Indirect,0,0,0,0,0
720575940631807827,720575940631807827,VPN,visual_projection,Lo,Left,acetylcholine,0.96,35,hb575063620,Indirect,None,0,0,0,0,0
720575940627704189,720575940627704189,VPN,visual_projection,Lo,Left,acetylcholine,0.93,45,LO.PLP.89,Indirect,Indirect,0,0,0,0,0
720575940634171759,720575940634171759,VPN,visual_projection,Lo,Left,acetylcholine,0.84,46,LC36,Indirect,None,0,0,0,0,0
720575940624949379,720575940624949379,VPN,visual_projection,Lo,Left,acetylcholine,0.93,48,LC41,Indirect,None,0,0,0,0,0
720575940623004563,720575940630799810,VPN,visual_projection,Lo,Left,glutamate,0.75,49,PLP183,Indirect,Indirect,0,0,0,0,0
720575940617333249,720575940617333249,VPN,visual_projection,Lo,Left,acetylcholine,0.89,50,PLP153,Indirect,None,0,0,0,0,0
720575940620308416,720575940620308416,VPN,visual_projection,Lo,Left,acetylcholine,0.9,51,PLP125,Indirect,None,0,0,0,0,0
720575940633506667,720575940633506667,VPN,visual_projection,Lo,Left,acetylcholine,0.91,51,PLP125,Indirect,None,0,0,0,0,0
720575940610767066,720575940610767066,VPN,visual_projection,Lo,Left,acetylcholine,0.88,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940645834036,720575940645834036,VPN,visual_projection,Lo,Left,acetylcholine,0.91,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940616588217,720575940622862324,VPN,visual_projection,Lo,Left,acetylcholine,0.85,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940605582508,720575940605582508,VPN,visual_projection,Lo,Left,acetylcholine,0.83,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940623401513,720575940623401513,VPN,visual_projection,Lo,Left,acetylcholine,0.83,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940614722611,720575940614722611,VPN,visual_projection,Lo,Left,acetylcholine,0.91,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940624718153,720575940624718153,VPN,visual_projection,Lo,Left,acetylcholine,0.91,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940630709499,720575940630709499,VPN,visual_projection,Lo,Left,acetylcholine,0.91,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940623574798,720575940623574798,VPN,visual_projection,Lo,Left,acetylcholine,0.9,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940636163440,720575940636163440,VPN,visual_projection,Lo,Left,acetylcholine,0.9,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940636282431,720575940636282431,VPN,visual_projection,Lo,Left,acetylcholine,0.9,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940633428415,720575940633428415,VPN,visual_projection,Lo,Left,acetylcholine,0.92,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940611317618,720575940611317618,VPN,visual_projection,Lo,Left,acetylcholine,0.89,52,"LC40a, LC40b",Indirect,None,0,0,0,0,0
720575940630342135,720575940630342135,VPN,visual_projection,Lo,Left,acetylcholine,0.89,52,"LC40a, LC40b",Indirect,Indirect,0,0,0,0,0
720575940631785261,720575940631785261,VPN,visual_projection,Lo,Left,acetylcholine,0.86,52,"LC40a, LC40b",Indirect,Indirect,0,0,0,0,0
720575940618833112,720575940618382292,VPN,visual_projection,LoP,Left,acetylcholine,0.73,54,PLP207,Indirect,None,0,0,0,0,0
720575940624274439,720575940617208251,VPN,visual_projection,LoP,Left,acetylcholine,0.79,54,PLP207,Indirect,None,0,0,0,0,0
720575940629784219,720575940629784219,VPN,visual_projection,LoP,Left,acetylcholine,0.74,54,PLP207,Indirect,None,0,0,0,0,0
720575940628192359,720575940628192359,VPN,visual_projection,Lo,Left,acetylcholine,0.81,55,LT85,Indirect,None,0,0,0,0,0
720575940632894239,720575940624724202,VPN,visual_projection,Lo,Left,glutamate,0.76,56,LO.PLP.489,Indirect,None,0,0,0,0,0
720575940623949192,720575940631763909,VPN,visual_projection,aMe,Left,Unknown,NA,58,aMe3,Indirect,Indirect,0,0,0,0,0
720575940629259831,720575940629259831,VPN,visual_projection,Lo,Right,acetylcholine,0.9,149,LO.463,None,Both,0,0,21,2,720575940607578460
720575940607516508,720575940629434118,VPN,visual_projection,Me,Left,glutamate,0.47,61,ME.PLP.15,Indirect,None,0,0,0,0,0
720575940639910515,720575940639910515,VPN,visual_projection,Lo,Right,acetylcholine,0.93,149,LO.PLP.106,None,Direct,0,0,15,1,0
720575940620929926,720575940616311007,VPN,visual_projection,Me,Left,acetylcholine,0.9,63,ME.4862,Indirect,None,0,0,0,0,0
720575940614385554,720575940619689280,VPN,visual_projection,Me,Left,gaba,0.87,65,ME.PLP.100,Indirect,None,0,0,0,0,0
720575940612993191,720575940612993191,VPN,visual_projection,Me,Left,gaba,0.86,65,ME.PLP.124,Indirect,None,0,0,0,0,0
720575940643690184,720575940630607354,VPN,visual_projection,Me,Left,acetylcholine,0.9,66,ME.PLP.30,Indirect,None,0,0,0,0,0
720575940605465888,720575940605465888,VPN,visual_projection,Me,Left,acetylcholine,0.93,69,hb759632919,Indirect,None,0,0,0,0,0
720575940626874442,720575940626874442,VPN,visual_projection,Lo,Left,acetylcholine,0.92,71,LO.PLP.353,Indirect,None,0,0,0,0,0
720575940625610270,720575940625610270,VPN,visual_projection,Lo,Left,acetylcholine,0.91,71,LO.SCL.8,Indirect,None,0,0,0,0,0
720575940606259134,720575940640884899,VPN,visual_projection,aMe,Right,glutamate,0.6,74,aMe19a,Indirect,None,0,0,0,0,0
720575940623809229,720575940620826571,VPN,visual_projection,Lo,Right,acetylcholine,0.94,149,LO.PLP.64,None,Both,0,0,37,3,720575940619021221
720575940615691348,720575940615691348,VPN,visual_projection,Lo,Right,acetylcholine,0.92,149,LO.SLP.10,None,Direct,0,0,133,6,720575940630585704
720575940622984701,720575940622984701,VPN,visual_projection,Lo,Right,acetylcholine,0.92,149,LO.SLP.11,None,Direct,0,0,73,3,720575940622891242
720575940618856768,720575940606584352,VPN,visual_projection,Lo,Right,acetylcholine,0.96,150,LO.PLP.128,None,Both,0,0,118,5,720575940620455408
720575940622984957,720575940622984957,VPN,visual_projection,Lo,Right,acetylcholine,0.91,150,SLP449,None,Both,0,0,91,4,720575940614530866
720575940635102320,720575940635102320,VPN,visual_projection,Lo,Left,acetylcholine,0.81,91,IB019,Indirect,Indirect,0,0,0,0,0
720575940623583752,720575940633675603,VPN,visual_projection,Lo,Left,acetylcholine,0.89,92,CB0146,Indirect,None,0,0,0,0,0
720575940608842435,720575940639874493,VPN,visual_projection,Lo,Left,acetylcholine,0.88,96,PLP153,Indirect,None,0,0,0,0,0
720575940620470219,720575940625380425,VPN,visual_projection,Lo,Left,acetylcholine,0.92,97,PLP153,Indirect,None,0,0,0,0,0
720575940627665513,720575940633560095,VPN,visual_projection,Lo,Left,acetylcholine,0.86,99,LT57,Indirect,None,0,0,0,0,0
720575940621316443,720575940621316443,VPN,visual_projection,Lo,Left,acetylcholine,0.88,99,LT57,Indirect,None,0,0,0,0,0
720575940638558115,720575940638558115,VPN,visual_projection,Lo,Left,acetylcholine,0.91,100,LO.PLP.107,Indirect,None,0,0,0,0,
720575940620795784,720575940620795784,VPN,visual_projection,Lo,Left,acetylcholine,0.82,101,LT59,Indirect,None,0,0,0,0,0
720575940624547335,720575940615028143,VPN,visual_projection,Lo,Right,acetylcholine,0.89,151,LT79,None,Both,0,0,12,1,720575940613783277
720575940619460688,720575940619460688,VPN,visual_projection,Me,Left,acetylcholine,0.93,104,ME.PLP.254,Indirect,None,0,0,0,0,0
720575940638193242,720575940638193242,VPN,visual_projection,Me,Left,glutamate,0.47,106,ME.20609,Indirect,None,0,0,0,0,0
720575940644342807,720575940610490819,VPN,visual_projection,Me,Left,glutamate,0.59,107,ME.5735,Indirect,None,0,0,0,0,0
720575940644682952,720575940644682952,VPN,visual_projection,Me,Left,acetylcholine,0.84,108,CB0002,Indirect,None,0,0,0,0,0
720575940625508610,720575940625508610,VPN,visual_projection,Me,Left,acetylcholine,0.93,110,CB0236,Indirect,None,0,0,0,0,0
720575940625527228,720575940625527228,VPN,visual_projection,Me,Left,acetylcholine,0.9,112,ME.19489,Indirect,None,0,0,0,0,0
720575940626625874,720575940626625874,VPN,visual_projection,Me,Left,acetylcholine,0.9,112,ME.22243,Indirect,None,0,0,0,0,0
720575940622141424,720575940622141424,VPN,visual_projection,Me,Left,acetylcholine,0.85,112,ME.PLP.133,Indirect,None,0,0,0,0,0
720575940622724521,720575940622724521,VPN,visual_projection,Me,Left,glutamate,0.67,113,CB0447,Indirect,None,0,0,0,0,0
