Flywire ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin,Mirror Twin Ints,Notes,
720575940617516689,vPN,visual_projection,Lo,Right,acetylcholine,0.89,,LT57,LT57,None,Indirect,0,0,0,0,,0,,,,
720575940626339405,vPN,visual_projection,Lo,Right,acetylcholine,0.87,,LT57,LT57,None,Indirect,0,0,0,0,,0,,,,
720575940628286888,vPN,visual_projection,Lo,Right,acetylcholine,0.89,,LT57,LT57,None,Indirect,0,0,0,0,,0,,,,
720575940615522706,vPN,visual_projection,Lo,Right,acetylcholine,0.82,,LT59,LT59,None,Indirect,0,0,0,0,,6,,,,
720575940617151861,vPN,visual_projection,Lo,Right,Unknown,,,LT68,LT68,None,Indirect,0,0,0,0,,0,,,,
720575940627511582,vPN,visual_projection,Lo,Right,glutamate,0.45,,LT68,LT68,None,Indirect,0,0,0,0,,0,,,,
720575940633614253,vPN,visual_projection,Lo,Right,acetylcholine,0.93,,LT72,LT72,None,Indirect,0,0,0,0,,0,,,,
720575940638602842,vPN,visual_projection,Lo,Right,glutamate,0.65,,LT74,LT74,None,Indirect,0,0,0,0,,0,,,,
720575940629046377,vPN,visual_projection,Lo,Right,acetylcholine,0.84,,LT85,LT85,None,Indirect,0,0,0,0,,0,,,,
720575940623943404,LVIN,central,,Left,acetylcholine,0.94,,PLP231,a-LP231,None,Direct,0,0,36,3,,,720575940611914850,720575940611914850,"720575940624603901, 720575940633171916 are the right sides of the the 2 PLP231",
720575940625025680,LVIN,central,,Left,acetylcholine,0.94,,PLP231,a-PLP231,None,Direct,0,0,79,9,,,0,0,,
720575940623987214,vPN,visual_projection,Me,Right,acetylcholine,0.92,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940628321284,vPN,visual_projection,Me,Right,acetylcholine,0.93,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940618758592,vPN,visual_projection,Me,Right,acetylcholine,0.9,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940627619687,vPN,visual_projection,Me,Right,acetylcholine,0.94,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940618964672,vPN,visual_projection,Me,Right,acetylcholine,0.87,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940627322627,vPN,visual_projection,Me,Right,acetylcholine,0.89,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940632798177,vPN,visual_projection,Me,Right,acetylcholine,0.91,,"MC61, MC64","MC61, MC64",None,Indirect,0,0,0,0,,0,,,,
720575940627496847,vPN,visual_projection,Me,Right,acetylcholine,0.82,,MC62,MC62,Indirect,None,0,0,0,0,,11,0,0,,
720575940617893789,vPN,visual_projection,Me,Left,acetylcholine,0.77,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940629162551,vPN,visual_projection,Me,Left,acetylcholine,0.79,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940625256732,vPN,visual_projection,Me,Left,acetylcholine,0.83,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940626893258,vPN,visual_projection,Me,Left,acetylcholine,0.75,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940633527085,vPN,visual_projection,Me,Left,acetylcholine,0.77,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940617487477,vPN,visual_projection,Me,Left,acetylcholine,0.74,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940611128818,vPN,visual_projection,Me,Right,acetylcholine,0.89,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940614400415,vPN,visual_projection,Me,Right,acetylcholine,0.87,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940615896971,vPN,visual_projection,Me,Right,acetylcholine,0.83,,MC62,MC62,None,Indirect,0,0,0,0,,15,,,,
720575940617315329,vPN,visual_projection,Me,Right,acetylcholine,0.86,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940618712523,vPN,visual_projection,Me,Right,acetylcholine,0.87,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940620009069,vPN,visual_projection,Me,Right,acetylcholine,0.9,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940620743151,vPN,visual_projection,Me,Right,acetylcholine,0.91,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940620777153,vPN,visual_projection,Me,Right,acetylcholine,0.92,,MC62,MC62,None,Indirect,0,0,0,0,,50,,,,
720575940621650175,vPN,visual_projection,Me,Right,acetylcholine,0.86,,MC62,MC62,None,Indirect,0,0,0,0,,40,,,,
720575940622404120,vPN,visual_projection,Me,Right,acetylcholine,0.9,,MC62,MC62,None,Indirect,0,0,0,0,,13,,,,
720575940623725035,vPN,visual_projection,Me,Right,acetylcholine,0.85,,MC62,MC62,None,Indirect,0,0,0,0,,11,,,,
720575940623957432,vPN,visual_projection,Me,Right,acetylcholine,0.88,,MC62,MC62,None,Indirect,0,0,0,0,,1,,,,
720575940625552003,vPN,visual_projection,Me,Right,acetylcholine,0.88,,MC62,MC62,None,Indirect,0,0,0,0,,22,,,,
720575940625811096,vPN,visual_projection,Me,Right,acetylcholine,0.9,,MC62,MC62,None,Indirect,0,0,0,0,,24,,,,
720575940626811497,vPN,visual_projection,Me,Right,acetylcholine,0.87,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940628047363,vPN,visual_projection,Me,Right,acetylcholine,0.91,,MC62,MC62,None,Indirect,0,0,0,0,,283,,,,
720575940628509306,vPN,visual_projection,Me,Right,acetylcholine,0.9,,MC62,MC62,None,Indirect,0,0,0,0,,29,,,,
720575940629154108,vPN,visual_projection,Me,Right,acetylcholine,0.81,,MC62,MC62,None,Indirect,0,0,0,0,,1,,,,
720575940629252815,vPN,visual_projection,Me,Right,acetylcholine,0.88,,MC62,MC62,None,Indirect,0,0,0,0,,183,,,,
720575940630017275,vPN,visual_projection,Me,Right,acetylcholine,0.86,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940631057223,vPN,visual_projection,Me,Right,acetylcholine,0.82,,MC62,MC62,None,Indirect,0,0,0,0,,200,,,,
720575940634505720,vPN,visual_projection,Me,Right,acetylcholine,0.85,,MC62,MC62,None,Indirect,0,0,0,0,,32,,,,
720575940624485828,vPN,visual_projection,Me,Right,acetylcholine,0.84,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940637025855,vPN,visual_projection,Me,Right,acetylcholine,0.83,,MC62,MC62,None,Indirect,0,0,0,0,,123,,,,
720575940637453545,vPN,visual_projection,Me,Right,acetylcholine,0.87,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940644343968,vPN,visual_projection,Me,Right,acetylcholine,0.87,,MC62,MC62,None,Indirect,0,0,0,0,,75,,,,
720575940646151044,vPN,visual_projection,Me,Right,acetylcholine,0.86,,MC62,MC62,None,Indirect,0,0,0,0,,0,,,,
720575940630725826,vPN,visual_projection,Me,Right,acetylcholine,0.86,,MC65,MC65,None,Indirect,0,0,0,0,,0,,,,
720575940607527947,vPN,visual_projection,Me,Right,glutamate,0.65,,ME.11787,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940624344358,vPN,visual_projection,Me,Right,acetylcholine,0.91,,ME.12825,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940603397088,vPN,visual_projection,Me,Right,acetylcholine,0.92,,ME.14380,Me-new,None,Indirect,0,0,0,0,,1,,,,
720575940651521782,vPN,visual_projection,Me,Right,acetylcholine,0.87,,ME.14885,Me-new,None,Indirect,0,0,0,0,,33,,,,
720575940620393142,vPN,visual_projection,Me,Right,acetylcholine,0.9,,ME.17312,Me-new,Indirect,Indirect,0,0,0,0,,12,0,0,new indirect vPN added 8/9/23,
720575940633211217,vPN,visual_projection,Me,Right,acetylcholine,0.88,,ME.20683,Me-new,None,Indirect,0,0,0,0,,9,,,,
720575940619308820,vPN,visual_projection,Me,Right,acetylcholine,0.95,,ME.26067,Me-new,None,Indirect,0,0,0,0,,5,,,,
720575940627104258,vPN,visual_projection,Me,Left,acetylcholine,0.75,,ME.3411,Me-new,None,Indirect,0,0,0,0,,11,,,,
720575940619983518,vPN,visual_projection,Me,Right,acetylcholine,0.9,,ME.4900,Me-new,None,Indirect,0,0,0,0,,9,,,,
720575940621413467,vPN,visual_projection,Me,Right,acetylcholine,0.86,,ME.5294,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940622497630,vPN,visual_projection,Me,Right,glutamate,0.65,,ME.6073,Me-new,None,Indirect,0,0,0,0,,12,,,,
720575940617975675,vPN,visual_projection,Me,Right,acetylcholine,0.87,,ME.PLP.104,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940639755891,vPN,visual_projection,Me,Right,acetylcholine,0.92,,ME.PLP.117,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940628476392,vPN,visual_projection,Me,Right,glutamate,0.6,,ME.PLP.136,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940622660490,vPN,visual_projection,Me,Right,glutamate,0.63,,ME.PLP.138,Me-new,None,Indirect,0,0,0,0,,101,,,,
720575940616850333,vPN,visual_projection,Me,Right,acetylcholine,0.91,,ME.PLP.175,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940617944379,vPN,visual_projection,Me,Right,acetylcholine,0.91,,ME.PLP.185,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940631408159,vPN,visual_projection,Me,Right,acetylcholine,0.89,,ME.PLP.229,Me-new,Indirect,Indirect,0,0,0,0,,158,0,0,new indirect vPN added 8/9/23,
720575940619181551,vPN,visual_projection,Me,Left,acetylcholine,0.75,,ME.PLP.232,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940634064831,vPN,visual_projection,Me,Right,acetylcholine,0.91,,ME.PLP.239,Me-new,None,Indirect,0,0,0,0,,13,,,,
720575940628787052,vPN,visual_projection,Me,Right,acetylcholine,0.86,,ME.PLP.251,Me-new,None,Indirect,0,0,0,0,,35,,,,
720575940624999370,vPN,visual_projection,Me,Right,acetylcholine,0.84,,ME.PLP.252,Me-new,None,Indirect,0,0,0,0,,0,,,,
720575940632477101,vPN,visual_projection,Me,Right,acetylcholine,0.85,,ME.PLP.279,Me-new,None,Indirect,0,0,0,0,,1,,,,
720575940618167645,vPN,visual_projection,Me,Right,acetylcholine,0.89,,ME.PLP.29,Me-new,None,Indirect,0,0,0,0,,41,,,,
720575940630541050,vPN,visual_projection,Me,Right,acetylcholine,0.92,,ME.PLP.290,Me-new,None,Indirect,0,0,0,0,,16,,,,
720575940611712632,vPN,visual_projection,Me,Right,acetylcholine,0.94,,ME.PLP.46,Me-new,None,Indirect,0,0,0,0,,78,,,,
720575940616207628,vPN,visual_projection,Me,Right,acetylcholine,0.73,,ME.PLP.54,Me-new,None,Indirect,0,0,0,0,,3,,,,
720575940632834188,vPN,visual_projection,Me,Right,acetylcholine,0.44,,ME.PLP.61,Me-new,None,Indirect,0,0,0,0,,7,,,,
720575940632102930,vPN,visual_projection,Me,Right,gaba,0.77,,ME.PLP.64,Me-new,None,Indirect,0,0,0,0,,9,,,,
720575940625914501,vPN,visual_projection,Me,Right,gaba,0.87,,ME.PLP.68,Me-new,None,Indirect,0,0,0,0,,18,,,,
720575940616455261,vPN,visual_projection,Me,Right,glutamate,0.51,,ME.PLP.9,Me-new,None,Indirect,0,0,0,0,,28,,,,
720575940637321870,vPN,visual_projection,Me,Right,acetylcholine,0.85,,ME.SCL.3,Me-new,None,Indirect,0,0,0,0,,21,,,,
720575940632267112,vPN,visual_projection,Ocellar,Left,acetylcholine,0.95,,OCG04,OCG04,None,Indirect,0,0,0,0,,16,,,,
720575940633513645,vPN,visual_projection,Ocellar,Left,acetylcholine,0.97,,OCG04,OCG04,None,Indirect,0,0,0,0,,25,,,,
720575940637736006,LVIN,central,,Left,acetylcholine,0.93,,PLP251,a-PLP251,Direct,None,250,10,0,0,,,720575940638764403,720575940638764403,,
720575940632070370,LVIN,central,,Left,acetylcholine,0.9,,PVLP.SCL.2,a-PVLP.SCL.2,Direct,None,35,2,0,0,,,720575940616461173,720575940616461173,,
720575940628394455,vPN,visual_projection,Lo,Right,acetylcholine,0.9,,PLP.484,Lo-new,None,Indirect,0,0,0,0,,25,,,,
720575940613355175,vPN,visual_projection,LoP,Right,acetylcholine,0.73,,PLP.498,Lo-new,None,Indirect,0,0,0,0,,44,,,,
720575940603596972,vPN,visual_projection,Lo,Right,acetylcholine,0.89,,PLP.511,Lo-new,None,Indirect,0,0,0,0,,69,,,,
720575940618945872,vPN,visual_projection,Me,Right,acetylcholine,0.87,,PLP.580,Me-new,None,Indirect,0,0,0,0,,18,,,,
720575940610120405,vPN,visual_projection,LoP,Right,acetylcholine,0.76,,PLP.601,Lo-new,None,Indirect,0,0,0,0,,25,,,,
720575940619421319,LVIN,central,,Left,acetylcholine,0.87,,PVLP.SLP.13,a-PVLP.SLP.13,Direct,None,6,1,0,0,,,720575940641422221,720575940641422221,,
720575940638124376,LVIN,central,,Left,glutamate,0.86,,SCL.56,gl-SCL.56,Direct,None,10,1,0,0,,,720575940610199138,720575940610199138,,
720575940610389602,LVIN,central,,Left,acetylcholine,0.9,,"SLP223, SLP224","a-SLP223, SLP224",Direct,None,9,1,0,0,,,too many options but they are all called the same,0,,
720575940612277490,LVIN,central,,Left,glutamate,0.61,,"SMP144, SMP150","gl-SMP144, SMP150",None,Direct,0,0,6,1,,,720575940621373052,720575940621373052,only one vpn input,
720575940616070283,LVIN,central,,Left,acetylcholine,0.68,,"SMP459, SMP460","a-SMP459, SMP460",Direct,None,27,2,0,0,,,720575940632802785,720575940632802785,new lvin added 8/9/23,
720575940618869249,LVIN,central,,Right,acetylcholine,0.87,,AVLP041,a-AVLP041,None,Direct,0,0,29,2,,,720575940631783372,720575940631783372,,
720575940609329102,LVIN,central,,Right,acetylcholine,0.9,,AVLP043,a-AVLP043,None,Direct,0,0,212,16,,,720575940618422941,720575940618422941,,
720575940614047890,vPN,visual_projection,Lo,Right,acetylcholine,0.9,,"PLP011, SLP339","PLP011, SLP339",Indirect,Indirect,0,0,0,0,,1,0,0,new indirect vPN added 8/9/23,
720575940621374374,vPN,visual_projection,Lo,Right,acetylcholine,0.9,,"PLP011, SLP339","PLP011, SLP339",Indirect,Indirect,0,0,0,0,,9,0,0,new indirect vPN added 8/9/23,
720575940619676507,LVIN,central,,Right,acetylcholine,0.92,,AVLP043,a-AVLP043,None,Direct,0,0,189,17,,,720575940632219361,720575940632219361,,
720575940614374034,LVIN,central,,Right,gaba,0.85,,CL063,g-CL063,None,Direct,0,0,101,17,,,720575940624951847,720575940624951847,,
720575940615713478,LVIN,central,,Right,acetylcholine,0.94,,CL200,a-CL200,None,Direct,0,0,43,5,,,720575940619522974,720575940619522974,,
720575940632226897,LVIN,central,,Right,acetylcholine,0.93,,CL250,a-CL250,None,Direct,0,0,16,1,,,720575940630001207,720575940630001207,,
720575940618810533,LVIN,central,,Right,acetylcholine,0.89,,CL258,a-CL258,None,Direct,0,0,117,8,,,720575940622350550,720575940622350550,,
720575940627091006,vPN,visual_projection,Lo,Right,acetylcholine,0.93,,PLP125,PLP125,None,Indirect,0,0,0,0,,328,,,,
720575940624304423,vPN,visual_projection,Lo,Right,acetylcholine,0.92,,PLP125,PLP125,None,Indirect,0,0,0,0,,0,,,,
720575940631611679,LVIN,central,,Right,acetylcholine,0.88,,CL258,a-CL258,None,Direct,0,0,117,8,,,720575940603976672,720575940603976672,,
720575940627221763,vPN,visual_projection,Lo,Right,acetylcholine,0.89,,PLP147,PLP147,None,Indirect,0,0,0,0,,27,,,,
720575940604616806,vPN,visual_projection,Lo,Right,acetylcholine,0.93,,PLP153,PLP153,None,Indirect,0,0,0,0,,0,,,,
720575940616047249,vPN,visual_projection,Lo,Right,acetylcholine,0.9,,PLP153,PLP153,None,Indirect,0,0,0,0,,88,,,,
720575940625967390,vPN,visual_projection,Lo,Right,acetylcholine,0.89,,PLP153,PLP153,None,Indirect,0,0,0,0,,126,,,,
720575940627322923,vPN,visual_projection,Lo,Right,acetylcholine,0.88,,PLP153,PLP153,None,Indirect,0,0,0,0,,104,,,,
720575940629791563,vPN,visual_projection,Lo,Right,acetylcholine,0.95,,PLP153,PLP153,None,Indirect,0,0,0,0,,51,,,,
720575940616054834,LVIN,central,,Right,acetylcholine,0.94,,hb386829647,a-hb386829647,None,Direct,0,0,9,1,,,720575940612015217,720575940612015217,,
720575940624774839,vPN,visual_projection,Me,Right,acetylcholine,0.88,,PLP179,PLP179,None,Indirect,0,0,0,0,,39,,,,
720575940630914245,LVIN,central,,Right,acetylcholine,0.96,,LHPV3c1,a-LHPV3c1,None,Direct,0,0,253,12,,,720575940615438495,720575940615438495,,
720575940623184167,LVIN,central,,Right,Unknown,,,PLP.318,PLP.318,None,Direct,0,0,5,1,,,720575940622440461,720575940622440461,,
720575940615746316,LVIN,central,,Right,acetylcholine,0.88,,PLP.68,PLP.68,None,Direct,0,0,259,20,,,720575940620343345,720575940620343345,,
720575940618446296,vPN,visual_projection,LoP,Right,acetylcholine,0.68,,PLP207,PLP207,None,Indirect,0,0,0,0,,31,,,,
720575940620997396,vPN,visual_projection,Lo,Right,glutamate,0.75,,PLP212,PLP212,None,Indirect,0,0,0,0,,79,,,,
720575940620198571,LVIN,central,,Right,acetylcholine,0.94,,PLP.SLP.30,PLP.SLP.30,None,Direct,0,0,5,1,,,720575940632528045,720575940632528045,,
720575940625493385,LVIN,central,,Right,acetylcholine,0.96,,PLP.SLP.42,PLP.SLP.42,None,Direct,0,0,12,1,,,720575940615951163,720575940615951163,,
720575940630098284,LVIN,central,,Right,glutamate,0.83,,PLP004,PLP004,None,Direct,0,0,11,1,,,720575940617812696,720575940617812696,,
720575940635529464,LVIN,central,,Right,glutamate,0.78,,PLP005,PLP005,None,Direct,0,0,23,2,,,720575940626083356,720575940626083356,,
720575940636261488,LVIN,central,,Right,glutamate,0.61,,PLP069,PLP069,None,Direct,0,0,5,1,,,720575940636221406 or 720575940628148094,720575940636221406,,
720575940616355028,LVIN,central,,Right,acetylcholine,0.92,,"PLP120, PLP145","PLP120, PLP145",None,Direct,0,0,102,7,,,720575940630124050,720575940630124050,"look different from the PLP120, PLP145 on left side",
720575940630610488,LVIN,central,,Right,acetylcholine,0.9,,"PLP120, PLP145","PLP120, PLP145",None,Direct,0,0,97,9,,,720575940631718930,720575940631718930,"look different from the PLP120, PLP145 on left side",
720575940611351514,LVIN,central,,Right,glutamate,0.8,,"PLP185, PLP186","PLP185, PLP186",None,Direct,0,0,13,2,,,0,0,"look different from the PLP185, PLP186 on left side",
720575940628951166,LVIN,central,,Right,glutamate,0.76,,"PLP185, PLP186","PLP185, PLP186",None,Direct,0,0,5,1,,,720575940620745069,720575940620745069,"look different from the PLP185, PLP186 on left side; Codex identified one as a mirror twin though",
720575940611914850,LVIN,central,,Right,acetylcholine,0.97,,PLP231,PLP231,Direct,None,109,10,0,0,,,720575940623943404,720575940623943404,new lvin added 8/9/23,
720575940620689136,vPN,visual_projection,Lo,Right,acetylcholine,0.86,,SCL.PLP.12,SCL.PLP.12,None,Indirect,0,0,0,0,,3,,,,
720575940638764403,LVIN,central,,Right,acetylcholine,0.93,,PLP251,PLP251,None,Direct,0,0,80,3,,,720575940637736006,720575940637736006,,
720575940616461173,LVIN,central,,Right,acetylcholine,0.9,,PVLP.SLP.3,PVLP.SLP.3,None,Direct,0,0,27,3,,,720575940632070370,720575940632070370,,
720575940641422221,LVIN,central,,Right,acetylcholine,0.91,,PVLP.SLP.8,PVLP.SLP.8,None,Direct,0,0,57,3,,,720575940619421319,720575940619421319,,
720575940635455679,vPN,visual_projection,Lo,Right,acetylcholine,0.92,,SLP219,SLP219,None,Indirect,0,0,0,0,,14,,,,
720575940627632745,LVIN,central,,Right,acetylcholine,0.74,,SIP.43,SIP.43,None,Direct,0,0,7,1,,,can't find ,0,,
720575940619321157,vPN,visual_projection,Lo,Right,acetylcholine,0.87,,SMP.1000,Lo-new,None,Indirect,0,0,0,0,,21,,,,
720575940611428977,LVIN,central,,Right,acetylcholine,0.93,,SIP064,SIP064,None,Direct,0,0,5,1,,,720575940627572484,720575940627572484,only one vpn input,
720575940624085991,vPN,visual_projection,Lo,Left,acetylcholine,0.88,,SMP241,SMP241,None,Indirect,0,0,0,0,,12,,,,
720575940634603930,vPN,visual_projection,Lo,Right,acetylcholine,0.88,,SMP241,SMP241,None,Indirect,0,0,0,0,,12,,,,
720575940625334970,LVIN,central,,Right,acetylcholine,0.84,,SLP.ICL.26,SLP.ICL.26,None,Direct,0,0,5,1,,,can't find ,0,,
720575940626140164,LVIN,central,,Right,acetylcholine,0.94,,VES025,VES025,None,Direct,0,0,20,1,,,720575940635206251,720575940635206251,,
720575940634061779,vPN,visual_projection,Lo,Left,acetylcholine,0.92,,VES044,VES044,None,Indirect,0,0,0,0,,0,,,,
720575940625458064,vPN,visual_projection,Lo,Right,acetylcholine,0.92,,VES044,VES044,None,Indirect,0,0,0,0,,0,,,,
720575940658655873,vPN,visual_projection,Lo,Right,acetylcholine,0.9,,VES044,VES044,None,Indirect,0,0,0,0,,0,,,,
720575940636217012,vPN,visual_projection,Lo,Right,acetylcholine,0.88,,VES080,VES080,None,Indirect,0,0,0,0,,6,,,,
720575940607401138,vPN,visual_projection,LoP,Right,acetylcholine,0.87,,WED068,WED068,None,Indirect,0,0,0,0,,0,,,,