,VPN,PC 1 loading,PC 2 loading,PC 3 loading,Top LVIN output
0,720575940609627403,-4.739648176796404e-16,-1.0815687962433689e-16,1.4060334118330767e-16,720575940631783372
1,720575940640836952,-0.005119461272305301,-0.0017485132548173113,-0.033983540114866505,720575940611914850
2,720575940625459464,-0.005119461272298349,-0.0017485132548169479,-0.03398354011486563,720575940611914850
3,720575940647731252,-0.005119461272300957,-0.001748513254816285,-0.033983540114862494,720575940611914850
4,720575940629824617,-0.005119461272300284,-0.0017485132548167453,-0.03398354011486911,720575940611914850
5,720575940640715392,-0.0051194612723010945,-0.001748513254817178,-0.03398354011486362,720575940611914850
6,720575940622446106,-0.006858679202341013,-0.012802279224544069,-0.015391465473215576,720575940606769854
7,720575940622215590,0.05660614508468916,0.16183896350522758,-0.03978432476185111,720575940624951847
8,720575940615149836,0.22701843903803084,0.1855273202571242,0.1431389032090703,720575940624951847
9,720575940639389161,0.18343864683974231,-0.06396225419598349,0.03654936972159825,720575940637736006
10,720575940613941475,0.056606145084689176,0.16183896350522584,-0.039784324761850946,720575940624951847
11,720575940615566846,0.05148668381238837,0.1600904502504086,-0.07376786487671648,720575940624951847
12,720575940616631455,0.05148668381238837,0.1600904502504087,-0.0737678648767165,720575940624951847
13,720575940633292113,0.05148668381238837,0.16009045025040866,-0.0737678648767165,720575940624951847
14,720575940631298860,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
15,720575940616412738,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
16,720575940606824382,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
17,720575940647804212,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
18,720575940640541347,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
19,720575940605184958,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
20,720575940624004109,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
21,720575940627511582,-0.0,-0.0,0.0,720575940631783372
22,720575940638558115,-0.11536569179697662,-0.033255488297401804,0.14064830493832856,720575940632219361
23,720575940632401745,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
24,720575940626019197,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
25,720575940627715721,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
26,720575940625418057,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
27,720575940631728123,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
28,720575940626701886,-0.080521404790447,0.025737379258819762,0.3072676979963748,720575940632219361
29,720575940627537436,-0.007677035819800194,-0.014539721824379945,-0.017884693903618097,720575940616070283
30,720575940603886880,-0.0021611731323116757,-0.0042184430697736145,-0.012736938156255638,720575940615438495
31,720575940626018023,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
32,720575940621232519,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
33,720575940624587447,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
34,720575940618774301,-0.008246017620554977,-0.01348300621016491,-0.0219399052052771,720575940624690116
35,720575940637667726,-0.007828813457979634,-0.014716043249800687,-0.018533048802744794,720575940638124376
36,720575940625790904,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
37,720575940620464331,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
38,720575940617386309,-0.007828813457979634,-0.014716043249800687,-0.018533048802744794,720575940638124376
39,720575940617947531,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
40,720575940628139113,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
41,720575940630585704,-0.0,-0.0,0.0,720575940631783372
42,720575940619677854,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
43,720575940640550563,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
44,720575940616663602,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
45,720575940631807827,0.054434973962222376,0.23206584631770386,-0.020825677621291245,720575940624951847
46,720575940618529885,0.03844500952743312,0.2559514891453254,-0.0467708660535013,720575940624951847
47,720575940627704189,0.2400447919244315,0.09787670930924404,-0.0032349550402526388,720575940624951847
48,720575940620455408,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
49,720575940624724202,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
50,720575940626874442,-0.044659256549324115,0.015724768621150124,0.2056817651730126,720575940618422941
51,720575940625610270,-0.04485210995556063,0.03026998519270548,0.21680018609305166,720575940632219361
52,720575940639874493,0.2400447919244315,0.09787670930924404,-0.0032349550402526388,720575940624951847
53,720575940625380425,0.17071824502631225,-0.04937217248021184,0.1761655386694342,720575940620343345
54,720575940630880450,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
55,720575940609141257,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
56,720575940621510164,-0.029711060536863274,0.26447156927986765,0.28055205600552363,720575940631783372
57,720575940631719532,-0.028360048001916743,-0.04526182040363006,-0.06798443278653071,720575940622350550
58,720575940635102320,-0.01086517975408901,0.09186905401765451,0.15911079640557804,720575940620343345
59,720575940625917671,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
60,720575940610026947,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
61,720575940638126755,-0.0,-0.0,0.0,720575940631783372
62,720575940619685803,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
63,720575940605007550,-0.007335463531175853,-0.01384677670393556,-0.01679004690875423,720575940619421319
64,720575940630204098,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
65,720575940622511507,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
66,720575940609548920,-0.007335463531175853,-0.01384677670393556,-0.01679004690875423,720575940619421319
67,720575940618860081,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
68,720575940626257930,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
69,720575940632802841,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
70,720575940633376593,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
71,720575940611623397,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
72,720575940651619318,-0.0,-0.0,0.0,720575940631783372
73,720575940625883028,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
74,720575940615612822,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
75,720575940627412123,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
76,720575940624919079,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
77,720575940621065712,-0.0183800594017806,0.04811799179819585,-0.005018860530714849,720575940622350550
78,720575940632509458,-0.009771881388677406,0.06152708929437825,0.012954195028594035,720575940603976672
79,720575940610767066,-0.012720401813430053,0.014590081715769998,0.13961616894783585,720575940620343345
80,720575940645834036,-0.0467273279952119,0.10188166465532413,0.2606967292289402,720575940632219361
81,720575940622862324,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
82,720575940605582508,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
83,720575940614722611,-0.0786561847409509,0.028571025678452697,0.29506674015730167,720575940632219361
84,720575940624718153,-0.07866618273110597,0.1030163515607043,0.326762325454117,720575940632219361
85,720575940630709499,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
86,720575940623574798,-0.01086517975408901,0.09186905401765451,0.15911079640557804,720575940620343345
87,720575940636163440,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
88,720575940636282431,-0.01086517975408901,0.09186905401765451,0.15911079640557804,720575940620343345
89,720575940633428415,-0.0,-0.0,0.0,720575940631783372
90,720575940611317618,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
91,720575940630342135,-0.0786561847409509,0.028571025678452697,0.29506674015730167,720575940632219361
92,720575940631785261,-0.0786561847409509,0.028571025678452697,0.29506674015730167,720575940632219361
93,720575940623401513,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
94,720575940621700267,-0.0,-0.0,0.0,720575940631783372
95,720575940609862409,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
96,720575940624589764,-0.0,-0.0,0.0,720575940631783372
97,720575940629376528,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
98,720575940610053827,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
99,720575940645104840,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
100,720575940630879548,-0.0,-0.0,0.0,720575940631783372
101,720575940633183628,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
102,720575940633560095,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
103,720575940621316443,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
104,720575940620795784,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
105,720575940635169888,-0.13556748142549974,-0.06453043960203507,0.11255849182586304,720575940632219361
106,720575940617631574,-0.0021611731323116757,-0.0042184430697736145,-0.012736938156255638,720575940615438495
107,720575940617883003,-0.04697676722175227,-0.046234495457942365,-0.033136756287965995,720575940619522974
108,720575940628192359,0.2400447919244315,0.09787670930924404,-0.0032349550402526388,720575940624951847
109,720575940613783277,-0.00976188339852228,-0.012918236587873338,-0.01874139026822136,720575940603976672
110,720575940628694394,-0.007677035819800194,-0.014539721824379945,-0.017884693903618097,720575940616070283
111,720575940618629350,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
112,720575940621374374,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
113,720575940636772014,-0.01592305344035518,-0.02802272803454485,-0.03982459910889518,720575940624690116
114,720575940638192496,0.022599218902907368,0.24913054644478,0.08129623551925337,720575940632219361
115,720575940633506667,-0.09457598057024619,-0.0038122466102593596,0.16260458587303847,720575940632219361
116,720575940620308416,-0.09457598057024619,-0.0038122466102593596,0.16260458587303847,720575940632219361
117,720575940616992454,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
118,720575940618660765,0.014948196012460903,0.24874680065871746,0.0748702908325109,720575940631783372
119,720575940617333249,0.17258346507580843,-0.04653852606057892,0.163964580830361,720575940620343345
120,720575940630799810,0.05659614709453405,0.23628428938747753,-0.008088739465035613,720575940624951847
121,720575940624611405,-0.03653686099175153,-0.027877780741182478,-0.023788333443721818,720575940619522974
122,720575940631340332,-0.0021611731323116757,-0.0042184430697736145,-0.012736938156255638,720575940615438495
123,720575940621806574,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
124,720575940634061779,-0.026784975583384343,0.059485781728942456,0.02664864212131491,720575940619522974
125,720575940636036532,-0.04514503900485468,-0.04128687823736487,-0.04176138900303073,720575940619522974
126,720575940631158487,-0.028640197642725383,-0.017793190572942045,0.007154014663572718,720575940619522974
127,720575940617755765,-0.01535969535637467,-0.029222143785679694,-0.035647004593993566,720575940632070370
128,720575940642554869,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
129,720575940625733453,-0.0,-0.0,0.0,720575940631783372
130,720575940614544680,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
131,720575940631057468,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
132,720575940619460688,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
133,720575940638193242,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
134,720575940610490819,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
135,720575940622141424,-0.04923751847580847,-0.07420119920194061,-0.07198599925245257,720575940624690116
136,720575940626625874,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
137,720575940625527228,-0.04923751847580847,-0.07420119920194061,-0.07198599925245257,720575940624690116
138,720575940635554239,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
139,720575940611396266,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
140,720575940623184041,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
141,720575940632204751,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
142,720575940633285935,-0.020201789628523033,-0.031274951304633224,-0.02808981311246554,720575940631718930
143,720575940619017387,-0.0,-0.0,0.0,720575940631783372
144,720575940628913404,-0.0,-0.0,0.0,720575940631783372
145,720575940642395381,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
146,720575940624054015,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
147,720575940615693474,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
148,720575940619997854,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
149,720575940619303237,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
150,720575940632640737,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
151,720575940637511525,-0.001875218039651302,0.07161167946261865,0.043896543135888574,720575940626248250
152,720575940615649942,0.06335476707116619,0.2680773868790016,-0.029522965038927658,720575940624951847
153,720575940620720088,-0.0,-0.0,0.0,720575940631783372
154,720575940614440931,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
155,720575940630152720,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
156,720575940630575042,-0.0,-0.0,0.0,720575940631783372
157,720575940628743441,-0.0021611731323116757,-0.0042184430697736145,-0.012736938156255638,720575940615438495
158,720575940625063356,-0.067801002977017,0.011147297543049791,0.167651529048539,720575940632219361
159,720575940632404555,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
160,720575940642661109,-0.007677035819800194,-0.014539721824379945,-0.017884693903618097,720575940616070283
161,720575940624437700,-0.0,-0.0,0.0,720575940631783372
162,720575940613204650,-0.007677035819800194,-0.014539721824379945,-0.017884693903618097,720575940616070283
163,720575940622336280,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
164,720575940620393142,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
165,720575940627496847,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
166,720575940633169479,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
167,720575940625314633,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
168,720575940632016069,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
169,720575940628197757,-0.02078971122673044,-0.029443241687142453,-0.021956280934709922,720575940630124050
170,720575940638247357,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
171,720575940621626048,-0.04099150085525348,-0.06071819299177567,-0.05004609404717544,720575940630124050
172,720575940629434118,0.24866863195055985,0.13250345322040114,-0.036870138453217904,720575940624951847
173,720575940611405102,-0.0,-0.0,0.0,720575940631783372
174,720575940616311007,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
175,720575940619689280,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
176,720575940612993191,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
177,720575940630607354,-0.01301635489624556,0.013205285065629254,0.11467827295250702,720575940615438495
178,720575940611676462,-0.009989986590291296,-0.018934486319574347,-0.03126998695900047,720575940615438495
179,720575940624283597,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
180,720575940632859203,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
181,720575940640296637,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
182,720575940632707944,0.0652299851108175,0.19646570741638297,-0.07341950817481624,720575940624951847
183,720575940635535511,-0.001875218039651302,0.07161167946261865,0.043896543135888574,720575940626248250
184,720575940623139610,-0.026774977593229228,-0.014959544153309147,-0.005046943175500469,720575940619522974
185,720575940635960255,-0.026784975583384343,0.059485781728942456,0.02664864212131491,720575940619522974
186,720575940625508610,0.048360127464134206,0.14835595729506093,-0.06172422996712808,720575940624951847
187,720575940627586947,0.0652199871206623,0.2709110332986345,-0.04172392287800082,720575940624951847
188,720575940616703554,0.05659614709453405,0.23628428938747753,-0.008088739465035613,720575940624951847
189,720575940642602203,-0.06776647844848269,-0.07567773714508484,-0.05509303722267593,720575940619522974
190,720575940619962417,0.0652299851108175,0.19646570741638297,-0.07341950817481624,720575940624951847
191,720575940630737516,-0.020201789628523033,-0.031274951304633224,-0.02808981311246554,720575940631718930
192,720575940621733035,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
193,720575940616298470,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
194,720575940610507618,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
195,720575940621496084,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
196,720575940632921144,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
197,720575940611721262,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
198,720575940645743908,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
199,720575940615121570,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
200,720575940625833452,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
201,720575940645721636,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
202,720575940631444956,-0.0,-0.0,0.0,720575940631783372
203,720575940639678022,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
204,720575940611794894,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
205,720575940615379921,0.18157342679024613,-0.06679590061561472,0.04875032756067153,720575940620745069
206,720575940624783760,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
207,720575940629730064,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
208,720575940622785207,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
209,720575940631307339,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
210,720575940626779304,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
211,720575940641757904,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
212,720575940621502373,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
213,720575940616072081,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
214,720575940625684569,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
215,720575940644784544,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
216,720575940627911579,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
217,720575940618824021,-0.0,-0.0,0.0,720575940631783372
218,720575940628729722,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
219,720575940632940627,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
220,720575940626710547,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
221,720575940626163837,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
222,720575940637790821,-0.020201789628523033,-0.031274951304633224,-0.02808981311246554,720575940631718930
223,720575940626263373,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
224,720575940632845476,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
225,720575940631370460,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
226,720575940621784923,-0.0,-0.0,0.0,720575940631783372
227,720575940630711546,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
228,720575940621882561,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
229,720575940626567216,-0.0,-0.0,0.0,720575940631783372
230,720575940651521782,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
231,720575940622215846,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
232,720575940632267112,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
233,720575940633513645,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
234,720575940609125641,0.0652299851108175,0.19646570741638297,-0.07341950817481624,720575940624951847
235,720575940622649633,0.0652299851108175,0.19646570741638297,-0.07341950817481624,720575940624951847
236,720575940608287701,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
237,720575940629784219,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
238,720575940641403264,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
239,720575940618382292,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
240,720575940634166242,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
241,720575940629577475,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
242,720575940616260146,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
