,Input type,FlyWire ID,Connection probability
0,Olfactory,720575940613174385,0.18521983161833488
1,Olfactory,720575940635743328,0.1646398503274088
2,Olfactory,720575940636873791,0.14405986903648269
3,Olfactory,720575940618295454,0.13751169317118803
4,Olfactory,720575940628467611,0.13470533208606175
5,Olfactory,720575940618485209,0.12815715622076707
6,Olfactory,720575940646593902,0.10009354536950421
7,Olfactory,720575940617668747,0.09728718428437792
8,Olfactory,720575940624057853,0.09260991580916744
9,Olfactory,720575940608970197,0.09260991580916744
10,Olfactory,720575940628571194,0.09167446211412535
11,Olfactory,720575940619411147,0.08980355472404115
12,Olfactory,720575940616079035,0.0823199251637044
13,Olfactory,720575940625784153,0.0813844714686623
14,Olfactory,720575940617207185,0.07857811038353602
15,Olfactory,720575940637526190,0.07857811038353602
16,Olfactory,720575940628123166,0.07670720299345182
17,Olfactory,720575940625157557,0.07483629560336763
18,Olfactory,720575940604431584,0.07202993451824134
19,Olfactory,720575940627265573,0.07202993451824134
20,Olfactory,720575940656090017,0.07015902712815715
21,Olfactory,720575940608199748,0.057998129092609915
22,Olfactory,720575940634856673,0.057998129092609915
23,Olfactory,720575940608845525,0.05519176800748363
24,Olfactory,720575940613419695,0.05425631431244153
25,Olfactory,720575940624515571,0.05332086061739944
26,Olfactory,720575940634939327,0.05332086061739944
27,Olfactory,720575940618462425,0.052385406922357346
28,Olfactory,720575940640398477,0.04957904583723106
29,Olfactory,720575940645376200,0.04864359214218896
30,Olfactory,720575940630086699,0.047708138447146865
31,Olfactory,720575940630546540,0.047708138447146865
32,Olfactory,720575940644961588,0.04677268475210477
33,Olfactory,720575940626143806,0.04583723105706267
34,Olfactory,720575940630131663,0.04583723105706267
35,Olfactory,720575940611372714,0.04490177736202058
36,Olfactory,720575940640971995,0.04490177736202058
37,Olfactory,720575940620068518,0.04303086997193639
38,Olfactory,720575940638633535,0.0411599625818522
39,Olfactory,720575940635082871,0.040224508886810104
40,Olfactory,720575940640804853,0.03928905519176801
41,Olfactory,720575940622811430,0.03928905519176801
42,Olfactory,720575940627480586,0.03928905519176801
43,Olfactory,720575940619902598,0.03835360149672591
44,Olfactory,720575940637009636,0.037418147801683815
45,Olfactory,720575940640032896,0.037418147801683815
46,Olfactory,720575940619895125,0.037418147801683815
47,Olfactory,720575940637231593,0.03648269410664172
48,Olfactory,720575940633804212,0.03648269410664172
49,Olfactory,720575940619928429,0.03648269410664172
50,Olfactory,720575940609454603,0.03648269410664172
51,Olfactory,720575940613579943,0.03554724041159962
52,Olfactory,720575940625431866,0.03554724041159962
53,Olfactory,720575940615394719,0.03461178671655753
54,Olfactory,720575940630024566,0.03461178671655753
55,Olfactory,720575940627035388,0.03461178671655753
56,Olfactory,720575940619838912,0.03367633302151544
57,Olfactory,720575940624001321,0.03367633302151544
58,Olfactory,720575940623444715,0.03367633302151544
59,Olfactory,720575940613154929,0.03274087932647334
60,Olfactory,720575940627772009,0.03274087932647334
61,Olfactory,720575940615760530,0.03274087932647334
62,Olfactory,720575940603985952,0.03274087932647334
63,Olfactory,720575940610048981,0.031805425631431246
64,Olfactory,720575940605102694,0.031805425631431246
65,Olfactory,720575940622785062,0.031805425631431246
66,Olfactory,720575940628316047,0.031805425631431246
67,Olfactory,720575940640697808,0.03086997193638915
68,Olfactory,720575940637208718,0.03086997193638915
69,Olfactory,720575940628077568,0.03086997193638915
70,Olfactory,720575940620465904,0.03086997193638915
71,Olfactory,720575940617179451,0.029934518241347054
72,Olfactory,720575940614309535,0.028999064546304958
73,Olfactory,720575940644258327,0.028999064546304958
74,Olfactory,720575940619337536,0.028999064546304958
75,Olfactory,720575940610505170,0.02806361085126286
76,Olfactory,720575940620189790,0.02806361085126286
77,Olfactory,720575940627844734,0.02806361085126286
78,Olfactory,720575940619385765,0.027128157156220765
79,Olfactory,720575940629926159,0.027128157156220765
80,Olfactory,720575940628181520,0.027128157156220765
81,Olfactory,720575940631328104,0.026192703461178673
82,Olfactory,720575940620437339,0.026192703461178673
83,Olfactory,720575940620199962,0.026192703461178673
84,Olfactory,720575940603231916,0.025257249766136577
85,Olfactory,720575940631930828,0.025257249766136577
86,Olfactory,720575940628524292,0.025257249766136577
87,Olfactory,720575940628283560,0.02432179607109448
88,Olfactory,720575940629733626,0.023386342376052385
89,Olfactory,720575940613345442,0.023386342376052385
90,Olfactory,720575940621256212,0.023386342376052385
91,Olfactory,720575940620595053,0.023386342376052385
92,Olfactory,720575940627708688,0.02245088868101029
93,Olfactory,720575940629097922,0.019644527595884004
94,Olfactory,720575940626937617,0.018709073900841908
95,Olfactory,720575940620467438,0.01777362020579981
96,Olfactory,720575940629011655,0.01777362020579981
97,Olfactory,720575940611849187,0.01777362020579981
98,Olfactory,720575940638719104,0.015902712815715623
99,Olfactory,720575940611022515,0.015902712815715623
100,Olfactory,720575940622364184,0.015902712815715623
101,Olfactory,720575940630928715,0.015902712815715623
102,Olfactory,720575940615160386,0.015902712815715623
103,Olfactory,720575940630778428,0.01403180542563143
104,Olfactory,720575940615086632,0.01403180542563143
105,Olfactory,720575940642046453,0.01403180542563143
106,Olfactory,720575940623913364,0.01403180542563143
107,Olfactory,720575940621185050,0.01403180542563143
108,Olfactory,720575940625924618,0.011225444340505144
109,Olfactory,720575940620103590,0.011225444340505144
110,Olfactory,720575940626034819,0.01028999064546305
111,Olfactory,720575940659400577,0.01028999064546305
112,Olfactory,720575940619807397,0.00841908325537886
113,Olfactory,720575940627245585,0.005612722170252572
114,Olfactory,720575940618461121,0.004677268475210477
115,Olfactory,720575940632889923,0.0018709073900841909
116,Olfactory,720575940646122804,0.0009354536950420954
117,Olfactory,720575940634834544,0.0
118,Olfactory,720575940634229615,0.0
119,Olfactory,720575940631347011,0.0
120,Olfactory,720575940626247823,0.0
121,Olfactory,720575940637910106,0.0
122,Olfactory,720575940630432815,0.0
123,Olfactory,720575940629546538,0.0
124,Olfactory,720575940628346194,0.0
125,Olfactory,720575940628323919,0.0
126,Olfactory,720575940619620852,0.0
127,Olfactory,720575940613706866,0.0
128,Olfactory,720575940630584079,0.0
129,Olfactory,720575940620638335,0.0
130,Olfactory,720575940621926669,0.0
131,Olfactory,720575940625627023,0.0
132,Olfactory,720575940625176094,0.0
133,Olfactory,720575940627353426,0.0
134,Olfactory,720575940623922869,0.0
135,Olfactory,720575940623605943,0.0
136,Olfactory,720575940631305068,0.0
137,Olfactory,720575940632571583,0.0
138,Olfactory,720575940632720026,0.0
139,Olfactory,720575940615322674,0.0
140,Olfactory,720575940612062426,0.0
141,Olfactory,720575940608341806,0.0
142,Olfactory,720575940604919473,0.0
143,Olfactory,720575940624863015,0.0
144,Visual,720575940635535511,0.22602739726027396
145,Visual,720575940631706105,0.22602739726027396
146,Visual,720575940630737516,0.18493150684931506
147,Visual,720575940620343345,0.1780821917808219
148,Visual,720575940640715392,0.17123287671232876
149,Visual,720575940618529885,0.17123287671232876
150,Visual,720575940624951847,0.17123287671232876
151,Visual,720575940640836952,0.15753424657534246
152,Visual,720575940615149836,0.15753424657534246
153,Visual,720575940622446106,0.11643835616438356
154,Visual,720575940609627403,0.10273972602739725
155,Visual,720575940642602203,0.08904109589041095
156,Visual,720575940611914850,0.07534246575342465
157,Visual,720575940621510164,0.07534246575342465
158,Visual,720575940637736006,0.0684931506849315
159,Visual,720575940624611405,0.0684931506849315
160,Visual,720575940638192496,0.06164383561643835
161,Visual,720575940622350550,0.06164383561643835
162,Visual,720575940630585704,0.0547945205479452
163,Visual,720575940622891242,0.0547945205479452
164,Visual,720575940603976672,0.0547945205479452
165,Visual,720575940631718930,0.04794520547945205
166,Visual,720575940637511525,0.0410958904109589
167,Visual,720575940620455408,0.0410958904109589
168,Visual,720575940632707944,0.0410958904109589
169,Visual,720575940618445497,0.03424657534246575
170,Visual,720575940632219361,0.0273972602739726
171,Visual,720575940615438495,0.0273972602739726
172,Visual,720575940635718255,0.0273972602739726
173,Visual,720575940630124050,0.0273972602739726
174,Visual,720575940632404555,0.0273972602739726
175,Visual,720575940625459464,0.0273972602739726
176,Visual,720575940614440931,0.0273972602739726
177,Visual,720575940617883003,0.02054794520547945
178,Visual,720575940616412738,0.02054794520547945
179,Visual,720575940647731252,0.02054794520547945
180,Visual,720575940633285935,0.02054794520547945
181,Visual,720575940631783372,0.02054794520547945
182,Visual,720575940606769854,0.02054794520547945
183,Visual,720575940616070283,0.02054794520547945
184,Visual,720575940628913404,0.0136986301369863
185,Visual,720575940619017387,0.0136986301369863
186,Visual,720575940635960255,0.0136986301369863
187,Visual,720575940619522974,0.0136986301369863
188,Visual,720575940632070370,0.0136986301369863
189,Visual,720575940631298860,0.0136986301369863
190,Visual,720575940616992454,0.0136986301369863
191,Visual,720575940618422941,0.0136986301369863
192,Visual,720575940630575042,0.0136986301369863
193,Visual,720575940613941475,0.0136986301369863
194,Visual,720575940629824617,0.0136986301369863
195,Visual,720575940615566846,0.00684931506849315
196,Visual,720575940616631455,0.00684931506849315
197,Visual,720575940619421319,0.00684931506849315
198,Visual,720575940610389602,0.00684931506849315
199,Visual,720575940624587447,0.00684931506849315
200,Visual,720575940617101580,0.00684931506849315
201,Visual,720575940626248250,0.00684931506849315
202,Visual,720575940620745069,0.00684931506849315
203,Visual,720575940633292113,0.00684931506849315
204,Visual,720575940637790821,0.00684931506849315
205,Visual,720575940626849866,0.00684931506849315
206,Visual,720575940620233966,0.00684931506849315
207,Visual,720575940638124376,0.00684931506849315
208,Visual,720575940631057468,0.00684931506849315
209,Visual,720575940628804424,0.00684931506849315
210,Visual,720575940618366169,0.00684931506849315
211,Visual,720575940621806574,0.00684931506849315
212,Visual,720575940636036532,0.00684931506849315
213,Visual,720575940631340332,0.00684931506849315
214,Visual,720575940620308416,0.00684931506849315
215,Visual,720575940632859203,0.00684931506849315
216,Visual,720575940623139610,0.00684931506849315
217,Visual,720575940635169888,0.00684931506849315
218,Visual,720575940633183628,0.00684931506849315
219,Visual,720575940622440461,0.00684931506849315
220,Visual,720575940645104840,0.0
221,Visual,720575940625733453,0.0
222,Visual,720575940610053827,0.0
